Date,Close/Last,Volume,Open,High,Low,Day 
06/28/2024,$75.37,129967000,$77.13,$79.05,$74.55,69
07/05/2024,$75.43,19603690,$75.36,$76.09,$74.78,70
12/31/2024,$75.67,9425602,$74.90,$76.39,$74.78,71
12/20/2024,$76.94,49883420,$75.96,$78.00,$74.86,72
07/03/2024,$75.24,15952010,$75.50,$75.92,$75.02,73
08/13/2024,$78.50,22114820,$75.25,$79.05,$75.07,74
11/06/2024,$75.32,16193700,$76.87,$76.95,$75.12,75
10/31/2024,$77.13,13990090,$76.20,$77.34,$75.20,76
11/07/2024,$75.92,11831060,$75.70,$76.37,$75.21,77
11/08/2024,$75.88,8140788,$75.50,$76.56,$75.25,78
07/02/2024,$76.04,26183350,$76.82,$76.94,$75.39,79
11/15/2024,$76.66,13584940,$76.00,$77.65,$75.61,80
11/14/2024,$75.68,6991574,$76.68,$76.98,$75.67,81
12/23/2024,$76.76,14203770,$76.33,$78.41,$75.74,82
12/27/2024,$76.42,6334415,$76.52,$76.93,$75.80,83
11/22/2024,$77.40,12248580,$76.13,$77.50,$75.83,84
02/21/2025,$76.50,12823390,$77.40,$77.99,$75.86,85
02/04/2025,$76.72,11943730,$77.55,$78.16,$76.04,86
02/19/2025,$76.78,14184100,$76.82,$77.68,$76.09,87
11/11/2024,$76.60,9877188,$76.15,$77.40,$76.10,88
11/12/2024,$76.66,9013905,$76.46,$77.43,$76.14,89
03/25/2020,$79.01,27053250,$80.11,$83.49,$76.20,90
12/11/2024,$78.85,12033170,$76.79,$78.98,$76.31,91
02/20/2025,$77.23,10689580,$76.91,$77.27,$76.34,92
12/24/2024,$76.79,4919075,$76.75,$77.11,$76.36,93
10/30/2024,$76.45,15691330,$78.00,$78.11,$76.42,94
12/19/2024,$77.10,27067580,$76.94,$77.94,$76.43,95
11/13/2024,$76.52,6835348,$76.91,$77.29,$76.47,96
12/26/2024,$76.94,6367057,$76.60,$77.46,$76.54,97
12/10/2024,$76.74,12193110,$77.50,$78.08,$76.62,98
12/16/2024,$77.20,13034010,$76.76,$79.02,$76.66,99
09/11/2024,$78.40,8265542,$78.00,$78.59,$76.74,100
01/31/2025,$76.90,13105920,$78.11,$78.86,$76.76,101
12/13/2024,$77.25,8037339,$77.35,$77.83,$76.77,102
12/18/2024,$76.90,14376890,$77.98,$79.00,$76.84,103
01/30/2025,$78.33,10902070,$76.85,$78.77,$76.85,104
11/01/2024,$78.06,9623692,$77.05,$78.13,$76.96,105
11/05/2024,$77.98,5629199,$77.25,$78.00,$77.00,106
12/04/2024,$78.37,15042590,$77.82,$78.51,$77.10,107
11/04/2024,$77.19,6593781,$77.99,$78.55,$77.12,108
04/02/2020,$80.14,12731460,$79.00,$81.60,$77.16,109
12/02/2024,$79.09,11221030,$77.92,$79.10,$77.20,110
12/17/2024,$78.00,12452420,$77.36,$78.77,$77.25,111
08/14/2024,$78.52,13612960,$78.00,$79.09,$77.42,112
12/09/2024,$77.64,12043380,$79.44,$79.45,$77.52,113
09/12/2024,$78.40,7186114,$78.23,$79.07,$77.53,114
09/10/2024,$78.09,9748356,$79.56,$79.56,$77.55,115
11/26/2024,$77.61,9495649,$78.90,$78.90,$77.57,116
11/27/2024,$78.34,8713504,$77.61,$79.05,$77.59,117
12/03/2024,$78.86,9414505,$79.00,$79.40,$77.61,118
12/12/2024,$77.96,6983241,$78.71,$79.37,$77.86,119
04/03/2020,$78.86,8476870,$79.36,$79.79,$77.91,120
11/29/2024,$78.77,7123471,$78.20,$79.18,$78.03,121
12/05/2024,$78.58,8316548,$78.26,$78.90,$78.10,122
09/13/2024,$79.01,5814152,$78.30,$79.49,$78.11,123
10/29/2024,$78.40,7241111,$78.88,$79.47,$78.20,124
11/25/2024,$79.26,18328920,$78.50,$79.86,$78.41,125
10/25/2024,$78.85,9385379,$79.22,$79.58,$78.52,126
04/01/2020,$79.23,9771306,$79.49,$81.18,$78.53,127
09/16/2024,$79.80,9547660,$79.33,$79.99,$78.69,128
10/28/2024,$78.91,6617243,$79.32,$79.64,$78.82,129
12/06/2024,$78.89,13931060,$79.22,$81.18,$78.84,130
09/09/2024,$79.49,8003349,$80.75,$81.58,$79.02,131
10/24/2024,$79.04,7424459,$80.50,$80.80,$79.03,132
03/27/2020,$83.23,14183380,$81.70,$85.74,$79.51,133
09/04/2024,$81.02,12837370,$80.10,$81.09,$79.67,134
10/23/2024,$80.05,7253085,$81.00,$81.04,$79.79,135
09/17/2024,$80.64,7580602,$80.01,$80.98,$79.86,136
10/08/2024,$80.77,10569620,$80.75,$81.42,$79.93,137
03/26/2020,$84.30,17204690,$80.17,$86.86,$80.01,138
10/07/2024,$80.83,12767400,$82.14,$82.47,$80.09,139
09/05/2024,$80.83,7596293,$81.13,$81.24,$80.21,140
09/18/2024,$80.90,7637007,$80.66,$81.76,$80.23,141
09/06/2024,$80.63,8512173,$80.88,$81.88,$80.35,142
09/19/2024,$80.98,15067070,$82.60,$83.12,$80.47,143
08/15/2024,$82.50,23583640,$82.10,$83.06,$80.67,144
10/14/2024,$81.60,8177686,$82.00,$82.04,$80.80,145
03/09/2020,$84.11,13272740,$81.89,$86.74,$80.92,146
09/03/2024,$81.32,10133710,$82.71,$82.94,$81.01,147
10/15/2024,$82.12,11804390,$81.05,$82.72,$81.05,148
10/09/2024,$82.45,11750640,$81.14,$82.93,$81.07,149
10/11/2024,$82.15,10171110,$82.04,$82.27,$81.18,150
04/06/2020,$84.63,11266500,$81.91,$85.04,$81.21,151
10/22/2024,$81.42,7308823,$81.35,$82.42,$81.23,152
10/21/2024,$81.48,7550197,$82.85,$83.09,$81.44,153
03/30/2020,$85.38,10960130,$84.00,$85.96,$81.50,154
10/02/2024,$83.10,33208790,$82.89,$85.23,$81.77,155
08/28/2024,$82.79,11088620,$85.05,$85.43,$81.88,156
10/03/2024,$82.10,18143750,$82.40,$83.78,$81.98,157
10/10/2024,$82.10,8370188,$83.40,$83.45,$82.03,158
08/30/2024,$83.32,13755270,$83.60,$83.88,$82.05,159
10/16/2024,$83.94,11220590,$82.14,$84.09,$82.05,160
03/11/2020,$84.00,16172670,$84.00,$84.63,$82.07,161
10/04/2024,$82.25,10342360,$82.63,$83.54,$82.10,162
10/03/2022,$85.40,19108190,$83.13,$86.47,$82.22,163
03/31/2020,$82.74,9618581,$85.13,$85.73,$82.40,164
08/16/2024,$83.23,13794180,$82.88,$83.94,$82.44,165
09/30/2022,$83.12,48176060,$83.30,$86.20,$82.50,166
10/18/2024,$82.92,7214787,$83.78,$83.95,$82.63,167
08/20/2024,$83.56,7863052,$83.49,$83.90,$82.77,168
08/29/2024,$83.26,7477205,$83.45,$83.89,$82.86,169
03/10/2020,$88.30,12755880,$86.69,$88.40,$82.88,170
08/19/2024,$83.28,9627253,$83.23,$83.99,$82.92,171
08/22/2024,$83.41,8485455,$84.45,$84.68,$83.21,172
08/23/2024,$84.05,9219749,$83.34,$84.24,$83.22,173
08/21/2024,$84.00,6915865,$83.67,$84.24,$83.22,174
08/26/2024,$84.28,7853325,$83.47,$84.51,$83.38,175
10/17/2024,$83.40,9204490,$84.11,$84.76,$83.38,176
08/27/2024,$85.29,14953990,$84.07,$85.39,$83.61,177
04/08/2020,$85.30,6642735,$84.70,$85.77,$83.61,178
04/15/2020,$85.04,8053875,$84.87,$85.88,$83.71,179
04/07/2020,$84.16,10468060,$88.70,$88.87,$84.03,180
05/14/2020,$86.55,7431774,$85.00,$86.58,$84.11,181
04/13/2020,$84.46,5077961,$85.80,$85.99,$84.14,182
05/04/2020,$85.75,6349037,$84.68,$85.80,$84.31,183
04/16/2020,$86.30,9373831,$85.43,$86.53,$84.55,184
09/20/2024,$86.52,52039260,$87.87,$88.00,$84.81,185
05/01/2020,$85.54,6151242,$85.67,$86.11,$84.81,186
05/15/2020,$86.99,9164990,$85.25,$87.23,$84.88,187
09/23/2024,$86.20,17712400,$85.40,$86.53,$85.05,188
10/10/2022,$86.69,7991226,$87.76,$87.78,$85.07,189
04/21/2020,$85.20,6596992,$85.99,$86.90,$85.09,190
02/28/2020,$89.38,16565660,$86.03,$89.47,$85.15,191
04/09/2020,$86.79,7773978,$86.69,$87.39,$85.16,192
05/13/2020,$86.02,6739827,$87.38,$87.74,$85.20,193
04/14/2020,$87.47,6397244,$85.95,$87.77,$85.48,194
10/11/2022,$87.99,11903170,$86.04,$88.25,$85.75,195
03/06/2020,$88.36,12336710,$88.36,$89.39,$85.88,196
05/05/2020,$87.20,6321466,$86.54,$88.53,$86.03,197
10/13/2022,$89.56,9335034,$86.39,$89.81,$86.05,198
10/24/2022,$88.01,8847054,$87.79,$88.84,$86.24,199
04/22/2020,$88.77,6463929,$86.98,$89.44,$86.42,200
04/30/2020,$87.18,9371430,$87.00,$88.00,$86.51,201
10/20/2022,$86.83,13500010,$89.47,$90.58,$86.61,202
09/24/2024,$87.46,21123260,$87.44,$88.28,$86.66,203
10/07/2022,$87.16,8554657,$88.54,$88.76,$86.69,204
10/21/2022,$88.50,7976275,$87.02,$88.78,$86.71,205
10/04/2022,$88.64,15114770,$87.70,$89.07,$87.11,206
10/05/2022,$91.10,12732730,$87.49,$91.70,$87.15,207
09/25/2024,$88.00,12392850,$87.85,$88.10,$87.24,208
04/23/2020,$87.35,5343535,$88.94,$89.53,$87.26,209
10/12/2022,$88.51,8772899,$88.00,$88.88,$87.31,210
04/27/2020,$89.37,6875240,$88.38,$89.87,$87.31,211
05/06/2020,$88.44,7342304,$88.05,$88.69,$87.43,212
10/14/2022,$87.55,7813872,$90.51,$90.88,$87.49,213
04/20/2020,$87.90,7244372,$88.43,$89.44,$87.52,214
04/24/2020,$88.37,4450191,$88.89,$89.12,$87.65,215
10/01/2024,$89.13,20623380,$88.00,$89.64,$87.71,216
09/30/2024,$88.40,12036390,$89.70,$89.75,$87.73,217
10/19/2022,$88.57,5101984,$88.26,$89.74,$87.76,218
04/29/2020,$88.07,9461406,$90.00,$91.39,$87.83,219
10/25/2022,$91.72,8639899,$88.03,$91.93,$87.89,220
03/02/2020,$92.68,14102050,$89.60,$93.14,$87.91,221
05/12/2020,$88.26,5622578,$91.53,$91.67,$88.15,222
04/17/2020,$89.91,8111384,$89.00,$90.25,$88.36,223
05/07/2020,$88.56,4566317,$89.40,$90.24,$88.38,224
02/27/2020,$88.55,12825660,$90.00,$93.06,$88.50,225
04/28/2020,$88.80,5145355,$90.55,$90.71,$88.63,226
09/28/2023,$89.63,16315560,$89.10,$89.78,$88.66,227
10/17/2022,$89.97,8451887,$89.53,$90.69,$88.70,228
11/03/2022,$90.40,6550281,$89.97,$91.61,$88.72,229
04/10/2024,$89.00,7932933,$89.90,$90.10,$88.77,230
04/05/2024,$88.84,9716682,$89.15,$90.25,$88.80,231
04/08/2024,$90.00,8452543,$89.11,$90.26,$88.80,232
04/04/2024,$89.07,12110260,$90.95,$91.05,$88.89,233
09/26/2024,$89.39,13592810,$89.92,$90.62,$89.05,234
05/11/2020,$90.93,4937550,$89.45,$91.42,$89.14,235
10/18/2022,$89.68,7364685,$92.60,$92.91,$89.15,236
09/27/2023,$89.42,7631009,$90.56,$90.70,$89.21,237
09/27/2024,$89.44,9181004,$89.45,$90.26,$89.21,238
05/08/2020,$90.46,5489391,$90.11,$90.64,$89.59,239
09/26/2023,$90.17,8060479,$90.00,$90.70,$89.78,240
09/25/2023,$90.60,8291657,$90.00,$90.85,$89.79,241
10/06/2022,$90.17,9951889,$90.49,$92.64,$89.81,242
04/09/2024,$91.00,7194564,$90.00,$91.16,$89.87,243
05/18/2020,$91.04,8519615,$90.49,$91.60,$89.88,244
03/05/2020,$90.58,8851096,$91.26,$91.68,$89.94,245
05/01/2024,$90.34,9784643,$91.81,$91.87,$90.09,246
11/02/2022,$90.30,7178282,$93.13,$94.44,$90.19,247
10/27/2022,$90.54,8617948,$92.88,$93.48,$90.22,248
04/03/2024,$90.33,8876598,$91.01,$91.44,$90.28,249
10/28/2022,$93.83,6022379,$91.20,$93.88,$90.46,250
09/22/2023,$90.85,9292847,$91.58,$92.33,$90.55,251
03/03/2020,$90.93,14767610,$92.74,$94.98,$90.57,252
04/02/2024,$90.95,11107330,$91.76,$91.90,$90.64,253
10/26/2022,$92.39,8648500,$90.78,$94.35,$90.70,254
05/19/2020,$91.51,6514141,$90.85,$93.82,$90.82,255
04/11/2024,$92.00,15330200,$91.23,$92.41,$90.83,256
05/20/2024,$91.77,9701510,$92.25,$92.70,$90.83,257
03/04/2020,$93.79,6904443,$92.08,$93.82,$90.84,258
05/15/2024,$91.67,15614450,$92.29,$92.62,$90.85,259
05/10/2024,$90.94,10548410,$93.07,$93.14,$90.88,260
05/02/2024,$92.41,7333343,$91.33,$92.45,$90.91,261
04/12/2024,$92.00,10905920,$92.01,$92.87,$91.12,262
05/23/2024,$91.40,7729024,$92.45,$92.58,$91.15,263
05/13/2024,$92.72,8792060,$91.27,$92.77,$91.15,264
05/17/2024,$92.18,12019570,$92.01,$92.29,$91.34,265
05/28/2024,$92.00,10834960,$91.74,$92.52,$91.35,266
05/29/2024,$91.67,7237340,$91.68,$92.72,$91.38,267
05/21/2024,$92.82,7809654,$91.57,$92.85,$91.45,268
09/21/2023,$91.59,7960552,$93.42,$93.49,$91.48,269
05/24/2024,$91.75,6937118,$91.77,$92.20,$91.49,270
05/16/2024,$91.77,12711680,$91.69,$92.84,$91.53,271
05/22/2024,$92.50,7611906,$91.95,$92.76,$91.65,272
04/16/2024,$93.39,10388150,$93.04,$94.19,$91.65,273
04/01/2024,$92.56,10360010,$93.81,$93.92,$91.69,274
03/22/2024,$93.86,41837410,$93.85,$95.17,$91.72,275
05/03/2024,$92.15,5736711,$93.09,$93.65,$91.87,276
11/09/2022,$92.10,6550869,$92.67,$93.90,$91.96,277
05/30/2024,$93.45,9310016,$92.23,$93.88,$91.96,278
02/26/2020,$92.00,9308916,$93.08,$94.65,$91.99,279
06/17/2024,$95.00,6365370,$92.01,$95.12,$92.01,280
04/30/2024,$92.26,6493259,$92.91,$93.51,$92.25,281
03/27/2024,$94.13,11095680,$93.27,$94.15,$92.32,282
05/21/2020,$94.26,7504258,$92.88,$94.38,$92.37,283
03/26/2024,$92.58,10816950,$93.74,$93.86,$92.41,284
04/25/2024,$93.94,5317852,$94.00,$94.79,$92.44,285
05/06/2024,$93.36,6696303,$92.81,$93.37,$92.48,286
04/15/2024,$93.10,11597330,$93.59,$93.92,$92.54,287
05/14/2024,$92.79,7810983,$92.99,$94.34,$92.60,288
02/25/2020,$92.90,9602121,$96.35,$96.76,$92.62,289
11/07/2022,$93.44,9094460,$96.31,$96.87,$92.67,290
10/31/2022,$92.68,6426375,$93.00,$93.89,$92.68,291
05/20/2020,$92.95,6346990,$93.20,$93.86,$92.70,292
05/08/2024,$93.59,5372900,$93.12,$93.64,$92.73,293
03/25/2024,$93.75,14548770,$94.07,$95.52,$92.77,294
11/08/2022,$93.75,7017766,$94.44,$96.03,$92.94,295
05/31/2024,$95.05,12565600,$93.50,$95.07,$92.97,296
11/01/2022,$93.77,7250651,$95.69,$96.46,$92.97,297
05/09/2024,$93.39,6429824,$93.64,$93.98,$93.01,298
06/26/2024,$94.06,10160430,$94.09,$94.48,$93.15,299
05/07/2024,$93.78,7113455,$94.08,$94.32,$93.21,300
06/14/2024,$93.39,7426757,$93.80,$94.78,$93.30,301
05/22/2020,$93.75,4049578,$94.42,$94.65,$93.35,302
06/27/2024,$94.19,25772730,$93.77,$94.74,$93.39,303
06/04/2024,$94.74,7838435,$94.29,$95.11,$93.41,304
03/28/2024,$93.98,11331680,$94.37,$94.81,$93.43,305
06/15/2020,$97.84,8647885,$93.90,$98.08,$93.44,306
06/12/2024,$93.68,9861264,$96.35,$96.50,$93.50,307
06/20/2024,$95.57,9393767,$93.88,$96.09,$93.52,308
06/26/2020,$93.67,24918520,$98.50,$98.78,$93.57,309
04/17/2024,$94.84,10181180,$94.61,$95.07,$93.66,310
04/29/2024,$94.06,5034546,$94.44,$94.89,$93.70,311
06/05/2024,$94.32,7463299,$95.32,$95.32,$93.70,312
06/29/2020,$95.87,9624172,$93.70,$96.00,$93.70,313
06/13/2024,$94.18,8348214,$94.04,$94.53,$93.72,314
10/02/2023,$94.56,12776340,$96.20,$96.38,$93.73,315
09/20/2023,$94.04,10274670,$93.97,$95.40,$93.83,316
04/22/2024,$94.19,8641953,$94.63,$95.06,$93.85,317
04/23/2024,$94.02,6582696,$94.37,$94.72,$93.91,318
04/26/2024,$94.12,6115744,$94.59,$95.42,$93.91,319
11/04/2022,$95.79,11511760,$94.45,$98.23,$93.95,320
06/06/2024,$95.72,9760077,$94.86,$96.80,$93.99,321
06/03/2024,$94.40,9668106,$94.52,$95.25,$94.05,322
04/24/2024,$94.64,6493208,$94.10,$95.19,$94.10,323
10/03/2023,$95.09,10964320,$94.32,$96.05,$94.18,324
06/18/2024,$94.78,6712037,$94.67,$95.26,$94.21,325
09/19/2023,$94.62,9390096,$95.04,$95.49,$94.41,326
09/29/2022,$95.33,19339220,$98.11,$98.11,$94.48,327
04/19/2024,$94.53,11241900,$95.42,$96.22,$94.49,328
06/25/2024,$94.75,9036181,$97.31,$97.64,$94.50,329
06/11/2024,$95.87,7301545,$95.52,$96.00,$94.52,330
04/18/2024,$95.74,10062900,$95.16,$95.88,$94.53,331
09/29/2023,$95.62,34935390,$99.37,$99.47,$94.62,332
06/12/2020,$96.43,7416393,$97.80,$97.80,$94.74,333
06/11/2020,$95.17,10976920,$98.38,$98.99,$94.88,334
09/27/2022,$96.29,9890328,$97.07,$97.74,$95.00,335
10/06/2023,$97.11,8532939,$95.79,$97.71,$95.06,336
07/20/2020,$95.65,5822281,$95.50,$96.35,$95.11,337
10/04/2023,$95.89,8045393,$95.58,$96.26,$95.12,338
02/24/2020,$95.91,8364218,$95.54,$97.07,$95.25,339
10/05/2023,$95.79,7429982,$95.79,$96.23,$95.28,340
09/18/2023,$95.51,6946299,$96.00,$96.37,$95.28,341
05/26/2020,$96.62,7185192,$95.98,$97.43,$95.28,342
06/07/2024,$96.55,9397364,$95.39,$97.94,$95.30,343
09/23/2022,$97.02,9026452,$96.92,$97.54,$95.34,344
06/21/2024,$97.18,15569880,$95.96,$97.21,$95.42,345
07/14/2020,$96.76,4850623,$96.33,$97.25,$95.51,346
06/10/2024,$96.00,7035626,$95.73,$96.99,$95.60,347
06/30/2020,$98.05,9065532,$96.00,$98.30,$95.64,348
09/13/2023,$96.13,7140729,$96.30,$97.20,$95.66,349
09/26/2022,$96.06,8521632,$96.09,$97.73,$95.71,350
07/10/2020,$97.99,3967111,$97.00,$98.05,$95.72,351
06/19/2020,$95.78,10302900,$99.97,$99.98,$95.78,352
07/30/2020,$96.82,4018367,$96.47,$97.23,$95.80,353
09/14/2023,$97.19,7075271,$96.72,$97.68,$95.90,354
10/09/2023,$96.88,5964219,$96.78,$97.14,$95.92,355
